3145,Infinity Dark,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it be treated as an Effect Monster with this effect:
- When this card declares an attack, you can change the battle position of 1 face-up monster your opponent controls.",GLAS-EN027,4,1500,1200,7,2,NULL
3146,Magical Reflect Slime,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it be treated as an Effect Monster with this effect:
- Your opponent takes all Battle Damage that you would have taken from a battle involving this card.",GLAS-EN028,3,700,1200,1,2,NULL
3147,Ancient Gear Knight,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it be treated as an Effect Monster with this effect:
- If this card attacks, your opponent cannot activate Spell or Trap Cards until the end of Damage Step.",GLAS-EN029,4,1800,500,10,2,NULL
3148,Goblin Black Ops,"This card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase. This card's battle position cannot be changed until the end of your next turn, except with a card effect.",GLAS-EN030,4,1300,0,3,2,NULL
3149,Gambler of Legend,"Once per turn, you can toss a coin 3 times and apply the appropriate effect:
- 3 Heads: Destroy all monsters your opponent controls.
- 2 Heads: Discard 1 random card from your opponent's hand.
- 1 Head: Destroy 1 card you control.
- 3 Tails: Discard your entire hand.",GLAS-EN031,4,500,1400,16,2,NULL
3150,"Enishi, Shien's Chancellor","This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 2 ""Six Samurai"" monsters from your Graveyard. Once per turn, you can destroy 1 face-up monster. If you activate this effect, this card cannot attack this turn.",GLAS-EN032,6,2200,1200,18,2,NULL
3151,Spirit of the Six Samurai,"Once per turn, you can equip this card to a ""Six Samurai"" monster you control, OR unequip it to Special Summon this card in face-up Attack Position. When equipped to a monster by this card's effect, that monster gains 500 ATK and DEF. When the equipped monster destroys an opponent's monster by battle, draw 1 card. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed, this card is destroyed instead.)",GLAS-EN033,3,500,500,18,2,NULL
3152,Alien Telepath,"Once per turn, you can remove 1 A-Counter from an opponent's monster to destroy 1 Spell or Trap Card. (If a monster with an A-Counter battles an ""Alien"" monster, it loses 300 ATK and DEF for each A-Counter during damage calculation only.)",GLAS-EN034,4,1600,1000,13,2,NULL
3153,Alien Hypno,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it be treated as an Effect Monster with this effect:
- During your Main Phase, you can select 1 monster your opponent controls with an A-Counter(s), and take control of it while this card is on the field. During each of your End Phases, remove 1 A-Counter from each controlled monster. If all A-Counters are removed from one of these monsters, destroy it.",GLAS-EN035,4,1600,700,13,2,NULL
3154,Elemental Hero Chaos Neos,"""Elemental Hero Neos"" + ""Neo-Spacian Dark Panther"" + ""Neo-Spacian Glow Moss""
This card can only be Special Summoned from your Fusion Deck by returning the above cards your control to the Deck. (You do not use ""Polymerization"".) During the End Phase, return this card to the Fusion Deck then Set all face-up monsters currently on the field. Once per turn, you can toss a coin 3 times and apply the appropriate effect: 
- 3 Heads: Destroy all monsters your opponent controls.
- 2 Heads: This turn, the effects of all face-up monsters your opponent controls are negated.
- 1 Head: Return all monsters you control to their owner's hand.",GLAS-EN036,9,3000,2500,18,3,NULL
3155,Elemental Hero Plasma Vice,"""Elemental Hero Sparkman"" + ""Elemental Hero Bladedge""
This monster cannot be Special Summoned except by Fusion Summon. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. You can discard 1 card from your hand to destroy 1 Attack Position monster your opponent controls.",GLAS-EN037,8,2600,2300,18,3,NULL
3156,Evil Hero Inferno Wing,"""Elemental Hero Avian"" + ""Elemental Hero Burstinatrix""
This monster cannot be Special Summoned except with ""Dark Fusion"". During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. When this card destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to either the ATK or DEF of the destroyed monster, whichever is higher.",GLAS-EN038,6,2100,1200,7,3,NULL
3157,Evil Hero Lightning Golem,"""Elemental Hero Sparkman"" + ""Elemental Hero Clayman""
This monster cannot be Special Summoned except with ""Dark Fusion"". Once per turn, you can destroy 1 monster on the field.",GLAS-EN039,6,2400,1500,7,3,NULL
3158,Evil Hero Dark Gaia,"1 Fiend-Type monster + 1 Rock-Type monster
This monster cannot be Special Summoned except with ""Dark Fusion"". The original ATK of this card is equal to the combined ATK of the Fusion Material Monsters used to Fusion Summon it. When this card declares an attack, change all Defense Position monsters your opponent controls to face-up Attack Posititon. (Flip Effects are not activated at this time.)",GLAS-EN040,8,-1,0,7,3,NULL
3159,Super Vehicroid - Stealth Union,"""Truckroid"" + ""Expressroid"" + ""Drillroid"" + ""Stealthroid""
When this card attacks, its original ATK is halved until the end of the Damage Step. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. Once per turn, you can select 1 monster you control, except a Machine-Type monster, and equip it to this card. While equipped by this effect, this card can attack all monsters your opponent controls once each.",GLAS-EN041,9,3600,3000,10,3,NULL
3160,Superalloy Beast Raptinus,"1 Gemini Monster + 1 Gemini Monster
All Gemini Monsters on the field are treated as Effect Monsters, and gain their effects.",GLAS-EN042,8,2200,2200,5,3,NULL
3161,Gladiator Beast Gaiodiaz,"""Gladiator Beast Spartacus"" + 1 ""Gladiator Beast"" monster
This card can only be Special Summoned from your Fusion Deck by returning the above cards you control to the Deck. (You do not use ""Polymerization""). When this card destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the DEF of the destroyed monster. At the end of the Battle Phase, if this card attacked or was attacked, you can return it to the Fusion Deck to Special Summon 2 ""Gladiator Beast"" monsters from your Deck, except ""Gladiator Beast Spartacus"".",GLAS-EN043,7,2600,1500,4,3,NULL
3162,Gladiator Beast Heraklinos,"""Gladiator Beast Laquari"" + 2 ""Gladiator Beast"" monsters
This card can only be Special Summoned from your Fusion Deck by returning the above cards you control to the Deck. (You do not use ""Polymerization"".) You can discard 1 card from your hand to negate the activation of a Spell or Trap Card and destroy it. You can use this effect during either player's turn.",GLAS-EN044,8,3000,2800,3,3,NULL
3163,Contact Out,"Return 1 ""Neos"" Fusion Monster you control to the Fusion Deck. If all the Fusion Material Monsters listed on that Fusion Monster are in your Deck, you can Special Summon them.",GLAS-EN045,NULL,NULL,NULL,NULL,9,NULL
3164,Swing of Memories,Special Summon 1 Normal Monster from your Graveyard. It is destroyed during the End Phase of this turn.,GLAS-EN046,NULL,NULL,NULL,NULL,5,NULL
3165,Dark Fusion,"Send, from your hand or your side of the field to the Graveyard, Fusion Material Monsters that are listed on a Fiend-Type Fusion Monster Card, and Special Summon that Fusion Monster from your Fusion Deck. (This Special Summon is treated as a Fusion Summon). The Special Summoned monster cannot be targeted by the effects of other Monsters, Spells, and Traps this turn.",GLAS-EN047,NULL,NULL,NULL,NULL,5,NULL
3166,Diamond-Dust Cyclone,Select 1 monster with 4 or more Fog Counters. Destroy it and then draw 1 card for every 4 Fog Counters that were on it.,GLAS-EN048,NULL,NULL,NULL,NULL,9,NULL
3167,Summon Cloud,"Once per turn, during your Main Phase, if you don't control any monsters, you can Special Summon 1 Level 4 or lower ""Cloudian"" monster from your hand or from either player's Graveyard. If you Special Summon a monster from the Graveyard with this effect, destroy this card.",GLAS-EN049,NULL,NULL,NULL,NULL,6,NULL
3168,Lucky Cloud,"During the End Phase, if you Summoned 2 or more ""Cloudian"" monsters with the same name this turn, draw 2 cards.",GLAS-EN050,NULL,NULL,NULL,NULL,5,NULL
3169,Fog Control,"Tribute 1 face-up ""Cloudian"" monster you control. Place 3 Fog Counters on 1 face-up monster.",GLAS-EN051,NULL,NULL,NULL,NULL,9,NULL
3170,Cloudian Squall,"During each of your Standby Phases, place 1 Fog Counter on every face-up monster.",GLAS-EN052,NULL,NULL,NULL,NULL,6,NULL
3171,Super Double Summon,"Select 1 Gemini monster you control and Normal Summon it. During the End Phase of this turn, return it to your hand.",GLAS-EN053,NULL,NULL,NULL,NULL,9,NULL
3172,Colosseum - Cage of the Gladiator Beasts,"Place 1 Counter on this card each time a monster is Special Summoned from either player's Deck. All ""Gladiator Beast"" monsters gain 100 ATK and DEF for each of these counters on this card. If this card would be destroyed by a card effect, you can discard 1 ""Colosseum - Cage of the Gladiator Beasts"" to prevent this card from being destroyed.",GLAS-EN054,NULL,NULL,NULL,NULL,8,NULL
3173,Gladiator Beast's Battle Halberd,"Equip only to a ""Gladiator Beast"" monster. When it attacks, destroy 1 Spell or Trap Card at the end of the Damage Step. When the equipped monster is returned from your side of the field to the Deck and this card is sent to the Graveyard, return this card to your hand.",GLAS-EN055,NULL,NULL,NULL,NULL,7,NULL
3174,Gladiator Beast's Battle Gladius,"Equip only to a ""Gladiator Beast"" monster. It gains 300 ATK. When the equipped monster is returned from your side of the field to the Deck and this card is sent to the Graveyard, return this card to your hand.",GLAS-EN056,NULL,NULL,NULL,NULL,7,NULL
3175,Gladiator Beast's Battle Manica,"Equip only to a ""Gladiator Beast"" monster. It cannot be destroyed by battle (Damage calculation is applied normally). When the equipped monster is returned from your side of the field to the Deck and this card is sent to the Graveyard, return this card to your hand.",GLAS-EN057,NULL,NULL,NULL,NULL,7,NULL
3176,Gladiator Beast's Respite,"Return 2 ""Gladiator Beast"" cards from your hand to the Deck, then draw 3 cards.",GLAS-EN058,NULL,NULL,NULL,NULL,5,NULL
3177,Gladiator's Return,"Return 3 ""Gladiator Beast"" monsters from your Graveyard to your Deck, then draw 1 ",GLAS-EN059,NULL,NULL,NULL,NULL,5,NULL
3178,Soul Devouring Bamboo Sword,"Select 1 monster equipped wtih a ""Bamboo Sword"" Equip Spell Card. If it inflicts Battle Damage to your opponent while equipped with a ""Bamboo Sword"" card, they skip their next Draw Phase. Destroy this card during your second Standby Phase after activation.",GLAS-EN060,NULL,NULL,NULL,NULL,6,NULL
3179,Cunning of the Six Samurai,"Send 1 face-up ""Six Samurai"" monster you control to the Graveyard. Special Summon 1 ""Six Samurai"" monster from either player's Graveyard.",GLAS-EN061,NULL,NULL,NULL,NULL,9,NULL
3180,"""A"" Cell Incubator","Each time an A-Counter(s) is removed from play by a card effect, place 1 A-Counter on this card. When this card is destroyed, distribute the A-Counters on this card among face-up monsters.",GLAS-EN062,NULL,NULL,NULL,NULL,6,NULL
3181,Over Limit,Pay 500 Life Points. Special Summon from both players' Graveyards as many Normal Monsters as possible with 1000 or less ATK that were destroyed by battle this turn.,GLAS-EN063,NULL,NULL,NULL,NULL,11,NULL
3182,No Entry!!,Change all Attack Position monsters to Defense Position.,GLAS-EN064,NULL,NULL,NULL,NULL,11,NULL
3183,Natural Disaster,"Inflict 500 damage to your opponent each time a card(s) they control is destroyed and sent to the Graveyard by the effect of a ""Cloudian"" monster.",GLAS-EN065,NULL,NULL,NULL,NULL,12,NULL
3184,Rain Storm,"Select 1 ""Cloudian"" monster you control. Reduce that monster's ATK by 1000 or 2000 points, and apply the appropriate effect:
- 1000 points: Destroy 1 Spell or Trap Card your opponent controls.
- 2000 points: Destroy 2 Spell or Trap Cards your opponent controls.",GLAS-EN066,NULL,NULL,NULL,NULL,11,NULL
3185,Updraft,Remove all Fog Counters from the field. Inflict 300 damage to your opponent for each Fog Counter you removed.,GLAS-EN067,NULL,NULL,NULL,NULL,11,NULL
3186,Release from Stone,"Select 1 of your removed from play Rock-Type monsters, and Special Summon it. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card.",GLAS-EN068,NULL,NULL,NULL,NULL,12,NULL
3187,Light-Imprisoning Mirror,"When the effect of a LIGHT monster activates on the field or in the Graveyard, negate it.",GLAS-EN069,NULL,NULL,NULL,NULL,12,NULL
3188,Shadow-Imprisoning Mirror,"When the effect of a DARK monster activates on the field or in the Graveyard, negate it.",GLAS-EN070,NULL,NULL,NULL,NULL,12,NULL
3189,Disarm,"Return 1 ""Gladiator Beast"" monster from your hand to the Deck, and negate the activation and effect of a Spell Card, and destroy it.",GLAS-EN071,NULL,NULL,NULL,NULL,13,NULL
3190,Parry,"Return 1 ""Gladiator Beast"" monster from your hand to the Deck, and negate the activation and effect of a Trap Card, and destroy it.",GLAS-EN072,NULL,NULL,NULL,NULL,13,NULL
3191,Swiftstrike Armor,"During your Draw Phase, if you draw a ""Six Samurai"" Monster Card, you can Special Summon it.",GLAS-EN073,NULL,NULL,NULL,NULL,12,NULL
3192,Double-Edged Sword Technique,"Select 2 ""Six Samurai"" monsters from your Graveyard, and Special Summon them in face-up Attack Position. Destroy them during the End Phase of this turn, and take damage equal to the ATK of the destroyed monster(s).",GLAS-EN074,NULL,NULL,NULL,NULL,11,NULL
3193,Energy-Absorbing Monolith,"Chain this card to an opponent's card effect that would inflict damage to you. That damage is negated, and you gain Life Points equal to the amount you would have taken.",GLAS-EN075,NULL,NULL,NULL,NULL,11,NULL
3194,Cell Explosion Virus,Activate only when an opponent's monster with an A-Counter(s) declares an attack. Destroy all Attack Position monsters your opponent controls.,GLAS-EN076,NULL,NULL,NULL,NULL,11,NULL
3195,"Detonator Circle ""A""","Destroy 1 face-up monster with an A-Counter(s), and then inflict 1000 damage to each player.",GLAS-EN077,NULL,NULL,NULL,NULL,11,NULL
3196,Interdimensional Warp,Select a monster you control and a monster with an A-Counter(s) your opponent controls. Switch control of those monsters.,GLAS-EN078,NULL,NULL,NULL,NULL,11,NULL
3197,Foolish Revival,"Select 1 monster from your opponent's Graveyard, and Special Summon it in face-up Defense Position on your opponent's side of the field.",GLAS-EN079,NULL,NULL,NULL,NULL,11,NULL
3198,An Unfortunate Report,Your opponent conducts their next Battle Phase twice.,GLAS-EN080,NULL,NULL,NULL,NULL,11,NULL
3199,Gladiator Beast Torax,"If this card was Special Summoned by the effect of a ""Gladiator Beast"" monster, at the end of any Battle Phase that this card attacked or was attacked, you can return it to the Deck to draw 1 card.",GLAS-EN081,3,1400,400,8,2,NULL
3200,Test Tiger,"If you control a ""Gladiator Beast"" monster, you can Special Summon this card. You can Tribute this card to return 1 ""Gladiator Beast"" monster you control to the Deck, and then Special Summon 1 ""Gladiator Beast"" from your Deck. The Special Summoned monster is treated as if it was Special Summoned by the effect of a ""Gladiator Beast"".",GLAS-EN082,3,600,300,2,2,NULL
3201,Defensive Tactics,"Activate only if you control a ""Gladiator Beast"" monster. Monsters you control cannot be destroyed by battle this turn, and any Battle Damage you take is reduced to 0. Put this card on the bottom of your Deck.",GLAS-EN083,NULL,NULL,NULL,NULL,11,NULL
3202,Dragon Ice,"When your opponent Special Summons a monster, you can discard 1 card to Special Summon this card from your hand or Graveyard. There can only be 1 face-up ""Dragon Ice"" monster on the field.",GLAS-EN084,5,1800,2200,5,2,NULL
3203,Tongue Twister,"If this card was Tribute Summoned, when it is sent from the field to the Graveyard, draw 2 cards and remove this card from play.",GLAS-EN085,6,400,300,7,2,NULL
3204,Skreech,"When this card is destroyed by battle, select 2 WATER monsters from your Deck and send them to the Graveyard.",GLAS-EN086,4,1500,400,13,2,NULL
3205,Royal Firestorm Guards,"When this card is Normal Summoned, select 4 Pyro-Type monsters in your Graveyard. Return those cards to the Deck, then draw 2 cards.",GLAS-EN087,4,1700,1200,12,2,NULL
3206,Veil of Darkness,"During your Draw Phase, if you draw a DARK monster, you can reveal it and send it to the Graveyard to draw 1 more card.",GLAS-EN088,NULL,NULL,NULL,NULL,6,NULL
3207,Security Orb,"Activate only when your opponent's monster declares an attack. Change the battle position of that monster. When this face-down card is destroyed and sent to the Graveyard by the effect of a Spell or Trap Card your opponent controls, destroy 1 monster on the field.",GLAS-EN089,NULL,NULL,NULL,NULL,11,NULL
3208,Necroface,"When this card is Normal Summoned, shuffle all removed from play cards into their owner's Decks. This card gains 100 ATK for each of those cards. When this card is removed from play, both players remove from play the top 5 cards of their Deck.",GLAS-EN090,4,1200,1800,20,2,NULL
3209,Soul Taker,"Destroy 1 face-up monster your opponent controls. Then, your opponent gains 1000 Life Points.",GLAS-EN092,NULL,NULL,NULL,NULL,5,NULL
3210,Magic Formula,"Equip only to ""Dark Magician"" or ""Dark Magician Girl"". The equipped monster gains 700 ATK. When this card is sent from the field to the Graveyard, gain 1000 Life Points.",GLAS-EN093,NULL,NULL,NULL,NULL,7,NULL
3211,Silent Doom,Special Summon 1 Normal Monster from your Graveyard in face-up Defense Position. It cannot attack.,GLAS-EN094,NULL,NULL,NULL,NULL,5,NULL
3212,Phantom of Chaos,"Any Battle Damage this monster inflicts to your opponent becomes 0. Once per turn, you can remove from play 1 Effect Monster in your Graveyard. Until the End Phase, this card's name is treated as that monster's name, and it gains that monster's effect(s) and ATK.",GLAS-ENSE1,4,0,0,7,2,NULL
3213,Vortex Trooper,"When this card is Normal Summoned, you can shuffle 2 cards from your hand into your Deck, then draw 2 cards. When this card is destroyed, draw 1 card.",GLAS-ENSE2,3,0,600,1,2,NULL
3214,Gladiator Beast Octavius,"When this card is Special Summoned by the effect of a ""Gladiator Beast"" monster, destroy 1 face-down Spell or Trap Card. At the end of your Battle Phase, if this card attacked or was attacked, return this card to the Deck unless you discard 1 card.",GLAS-ENSP1,7,2500,1200,19,2,NULL
3215,Sonic Bird,"When this card is Normal Summoned or Flip Summoned, you can select 1 Ritual Spell Card from your Deck and add it to your hand. Then shuffle your Deck.",GLD1-EN002,4,1400,1000,19,2,NULL
3216,Jinzo,"As long as this card remains face-up on the field, Trap Cards cannot be activated. The effects of all face-up Trap Cards are negated.",GLD1-EN003,6,2400,1500,10,2,NULL
3217,Summoner of Illusions,FLIP: Tribute 1 monster on your side of the field (excluding this monster). Special Summon 1 Fusion Monster Card from your Fusion Deck. The Fusion Monster is destroyed at the end of the turn this effect is activated.,GLD1-EN004,3,800,900,16,2,NULL
3218,Fire Princess,"Each time you increase your Life Points, inflict 500 points of damage to your opponent's Life Points.",GLD1-EN005,4,1300,1500,12,2,NULL
3219,Needle Worm,FLIP: Discard 5 cards from the top of your opponent's Deck to their Graveyard.,GLD1-EN006,2,750,600,9,2,NULL
3220,8-Claws Scorpion,"You can flip this card into face-down Defense Position once per turn during your Main Phase. When this card targets a face-down Defense Position monster on your opponent's side of the field in battle, the ATK of this card becomes 2400 during that damage calculation only.",GLD1-EN007,2,300,200,9,2,NULL
3221,Swarm of Scarabs,"You can flip this card into face-down Defense Position once per turn during your Main Phase. When this card is Flip Summoned successfully, destroy 1 monster on your opponent's side of the field.",GLD1-EN008,3,500,1000,9,2,NULL
3222,Swarm of Locusts,"You can flip this card into face-down Defense Position once per turn during your Main Phase. When this card is Flip Summoned successfully, destroy 1 Spell or Trap Card on your opponent's side of the field.",GLD1-EN009,3,1000,500,9,2,NULL
3223,Des Lacooda,"You can flip this card into face-down Defense Position once per turn during your Main Phase. When this card is Flip Summoned, you draw 1 card from your Deck.",GLD1-EN010,3,500,600,20,2,NULL
3224,Newdoria,"When this card is destroyed and sent to the Graveyard as a result of battle, destroy 1 monster on the field.",GLD1-EN011,4,1200,800,7,2,NULL
3225,Don Zaloog,"When this card inflicts Battle Damage to your opponent's Life Points, you can select and activate 1 of the following effects:
- Select 1 random card from your opponent's hand and discard it to the Graveyard.
- Send 2 cards from the top of your opponent's Deck to the Graveyard.",GLD1-EN012,4,1400,1500,18,2,NULL
3226,Old Vindictive Magician,FLIP: Destroy 1 monster on your opponent's side of the field.,GLD1-EN013,2,450,600,16,2,NULL
3227,Breaker the Magical Warrior,"When this card is Normal Summoned, put 1 Spell Counter on it (max. 1). Increase the ATK of this card by 300 points for each Spell Counter on this card. By removing 1 Spell Counter from this card, destroy 1 Spell or Trap Card on the field.",GLD1-EN014,4,1600,1000,16,2,NULL
3228,D.D. Warrior Lady,"When this card battles with your opponent's monster, after damage calculation you can remove from play the opponent's monster and this card.",GLD1-EN015,4,1500,1600,18,2,NULL
3229,Dark Magician of Chaos,"When this card is Normal Summoned or Special Summoned, you can add 1 Spell Card from your Graveyard to your hand. A monster that is destroyed by this monster as a result of battle is removed from play instead of going to the Graveyard. If this face-up card is destroyed or removed from the field, it is removed from play.",GLD1-EN016,8,2800,2600,16,2,NULL
3230,Stealth Bird,"Once per turn, during your Main Phase, you can flip this card into face-down Defense Position. When this card is Flip Summoned, inflict 1000 damage to your opponent.",GLD1-EN017,3,700,1700,19,2,NULL
3231,Regenerating Mummy,"When this card is sent from your hand to the Graveyard by an effect of a card controlled by your opponent, return this card from the Graveyard to your hand.",GLD1-EN018,4,1800,1500,20,2,NULL
3232,Solar Flare Dragon,"While there is another Pyro-Type monster on your side of the field, this card cannot be attacked. This card inflicts 500 points of damage to your opponent's Life Points during the End Phase of your turn.",GLD1-EN019,4,1500,1000,12,2,NULL
3233,Rare Metal Dragon,This card cannot be Normal Summoned or Set.,GLD1-EN020,4,2400,1200,5,2,NULL
3234,Nightmare Penguin,"When this card is flipped face-up, return 1 card on your opponent's side of the field to the owner's hand. All WATER monsters on your side of the field gain 200 ATK.",GLD1-EN021,4,900,1800,1,2,NULL
3235,Cyber Dragon,"If your opponent controls a monster and you control no monsters, you can Special Summon this card from your hand.",GLD1-EN022,5,2100,1600,10,2,NULL
3236,"Sillva, Warlord of Dark World","If this card is discarded from the hand to the Graveyard by a card effect, Special Summon this card to your side of the field. If this card is discarded from the hand to the Graveyard by your opponent's card effect, your opponent selects 2 cards in their hand, and returns them to the bottom of their Deck in any order.",GLD1-EN023,5,2300,1400,7,2,NULL
3237,"Goldd, Wu-Lord of Dark World","If this card is discarded from the hand to the Graveyard by a card effect, Special Summon this card to your side of the field. If this card is discarded from the hand to the Graveyard by your opponent's card effect, you can select up to 2 cards on your opponent's side of the field and destroy them.",GLD1-EN024,5,2300,1400,7,2,NULL
3238,Doom Dozer,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 2 Insect-Type monsters in your Graveyard. When this card inflicts Battle Damage to your opponent's Life Points, send 1 card from the top of your opponent's Deck to the Graveyard.",GLD1-EN025,8,2800,2600,9,2,NULL
3239,Grandmaster of the Six Samurai,"You can only have 1 ""Grandmaster of the Six Samurai"" monster on your side of the field. While you control a face-up ""Six Samurai"" monster, you can Special Summon this card from your hand. When this card is destroyed by your opponent's card effect, add 1 ""Six Samurai"" monster from your Graveyard to your hand.",GLD1-EN026,5,2100,800,18,2,NULL
3240,"Prometheus, King of the Shadows","When you Normal Summon this card, remove from play any number of DARK monsters in your Graveyard. This card gains 400 ATK for each removed card, until the End Phase of this turn.",GLD1-EN027,4,1200,800,7,2,NULL
3241,Blue-Eyes Ultimate Dragon,"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""",GLD1-EN028,12,4500,3800,5,3,NULL
3242,Chimeratech Overdragon,"""Cyber Dragon"" + 1 or more Machine-Type monsters
This monster cannot be Special Summoned except by Fusion Summon. When this card is Fusion Summoned, send all other cards you control to the Graveyard. The original ATK and DEF of this card are each 800 x the number of Fusion Material Monsters used for its Fusion Summon. Each turn, this card can attack as many of your opponent's monsters as the number of Fusion Material Monsters used for its Fusion Summon.",GLD1-EN029,9,-1,-1,10,3,NULL
3243,Swords of Revealing Light,"Flip all face-down monsters on your opponent's side of the field face-up. This card remains face-up on the field for 3 of your opponent's turns. As long as this card remains face-up on the field, your opponent cannot declare an attack.",GLD1-EN030,NULL,NULL,NULL,NULL,5,NULL
3244,Heavy Storm,Destroy all Spell and Trap Cards on the field.,GLD1-EN031,NULL,NULL,NULL,NULL,5,NULL
3245,Reinforcement of the Army,Add 1 Level 4 or lower Warrior-Type monster from your Deck to your hand. Then shuffle your Deck.,GLD1-EN032,NULL,NULL,NULL,NULL,5,NULL
3246,Brain Control,Pay 800 Life Points. Select 1 face-up monster on your opponent's side of the field. Take control of the selected card until the end of this turn.,GLD1-EN033,NULL,NULL,NULL,NULL,5,NULL
3247,Offerings to the Doomed,Destroy 1 face-up monster. Skip your next Draw Phase.,GLD1-EN034,NULL,NULL,NULL,NULL,9,NULL
3248,Non-Spellcasting Area,"All face-up Monster Cards on the field, except for Effect Monsters, are unaffected by any Spell Card (excluding this card).",GLD1-EN035,NULL,NULL,NULL,NULL,6,NULL
3249,Mist Body,A monster equipped with this card cannot be destroyed as a result of battle. (Damage calculation is applied normally.),GLD1-EN036,NULL,NULL,NULL,NULL,7,NULL
3250,Pandemonium,"Neither player has to pay Life Points during the Standby Phase for Archfiend monsters. Each time a player's Archfiend Monster Card(s) are destroyed and sent to the Graveyard, except as a result of battle, that player can select 1 Archfiend Monster Card from his/her Deck that has a lower Level than the destroyed card and add it to his/her hand.",GLD1-EN037,NULL,NULL,NULL,NULL,8,NULL
3251,Crush Card Virus,"Tribute 1 DARK monster with 1000 or less ATK. Check all monsters on your opponent's side of the field, your opponent's hand, and all cards they draw (until the end of your opponent's 3rd turn after this card's activation), and destroy all monsters with 1500 or more ATK.",GLD1-EN038,NULL,NULL,NULL,NULL,11,NULL
3252,Mirror Force,You can only activate this card when your opponent's monster declares an attack. Destroy all Attack Position monsters on your opponent's side of the field.,GLD1-EN039,NULL,NULL,NULL,NULL,11,NULL
3253,Torrential Tribute,"You can only activate this card when a monster is Normal Summoned, Flip Summoned or Special Summoned. Destroy all monsters on the field.",GLD1-EN040,NULL,NULL,NULL,NULL,11,NULL
3254,Needle Ceiling,You can only activate this card when there are 4 or more monsters on the field. Destroy all face-up monsters on the field.,GLD1-EN041,NULL,NULL,NULL,NULL,11,NULL
3255,Royal Command,Negate the activation and effects of all Flip Effect monsters' effects.,GLD1-EN042,NULL,NULL,NULL,NULL,12,NULL
3256,Rivalry of Warlords,"Each player sends monsters from his/her side of the field to the Graveyard so that he/she only controls 1 Type of monster. As long as this card remains on the field, each player can only have 1 Type of monster on the field.",GLD1-EN043,NULL,NULL,NULL,NULL,12,NULL
3257,Skill Drain,Your opponent selects 1 Equip Spell Card from his/her Deck and sends it to the Graveyard.,GLD1-EN044,NULL,NULL,NULL,NULL,12,NULL
3258,Spell Shield Type-8,"Select and activate 1 of the following effects:
- Negate the activation and the effect of a Spell Card that targets 1 monster on the field and destroy the Spell Card.
- Send 1 Spell Card from your hand to the Graveyard to negate the activation and the effect of a Spell Card and destroy it.",GLD1-EN045,NULL,NULL,NULL,NULL,13,NULL
3259,White-Horned Dragon,"When this card is Normal Summoned or Special Summoned, select up to 5 Spell Cards from your opponent's Graveyard and remove them from play. Increase the ATK of this card by 300 points for each card removed from play by this card's effect.",GXNG-EN001,6,2200,1400,5,2,NULL
3260,Mad Reloader,"When this card is destroyed by battle and sent to the Graveyard, send 2 cards from your hand to the Graveyard to draw 2 cards.",GX04-EN001,1,0,0,7,2,NULL
3261,Dark Bribe,Negate the activation and effect of an opponent's Spell or Trap Card and destroy it. Your opponent draws 1 card.,GX04-EN002,NULL,NULL,NULL,NULL,13,NULL
3262,Chaos Burst,Activate only by Tributing 1 monster when your opponent's monster declares an attack. Destroy the attacking monster. Then inflict 1000 damage to your opponent.,GX04-EN003,NULL,NULL,NULL,NULL,11,NULL
3263,Nurse Reficule the Fallen One,Any effect that would cause your opponent to gain Life Points instead inflicts the same amount of damage to your opponent.,GX05-EN001,4,1400,600,6,2,NULL
3264,Dark Cure,"When your opponent Summons a monster(s), they gain Life Points equal to half the ATK of 1 of the Summoned monsters of your choice.",GX05-EN002,NULL,NULL,NULL,NULL,12,NULL
3265,Brutal Potion,"This card becomes an Equip Card, and equips to 1 monster you control. Once per turn, when you inflict damage to your opponent with a card effect the equipped monster gains 1000 ATK until the End Phase.",GX05-EN003,NULL,NULL,NULL,NULL,11,NULL
